name,age,height_cm,weight_kg,overall,value_eur,preferred_foot,team_position,shooting,passing,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_sprint_speed,movement_reactions,power_jumping,power_stamina,power_strength
K. Diks,23,182,75,69,1300000,Right,SUB,40,57,67,62,23,62,65,42,30,65,75,67,72,74,70
Pomares,27,182,74,70,1800000,Left,SUB,40,60,66,64,31,66,57,55,52,64,75,67,71,80,73
L. Kelly,21,191,76,69,1900000,Left,SUB,40,59,67,64,34,61,67,44,42,69,75,61,60,70,74
M. Friedl,22,187,82,70,2200000,Left,SUB,40,56,71,63,32,66,65,45,42,69,69,69,66,68,69
A. Sedlar,28,178,79,71,2400000,Right,SUB,40,49,71,33,43,65,31,24,22,58,50,69,83,74,79
M. Herrera,21,180,71,70,2600000,Right,SUB,40,55,67,64,41,57,72,35,34,68,82,62,60,74,63
Guto Milazar,28,170,68,72,2700000,Left,SUB,40,61,70,67,22,60,64,31,55,58,73,64,55,85,47
N. Katterbach,19,178,73,70,3500000,Left,SUB,40,58,66,63,40,53,74,41,31,73,74,68,54,65,54
Jorge Praceira,28,180,74,73,4000000,Right,SUB,40,56,76,60,36,81,61,60,52,63,68,64,66,71,76
E. Pieters,31,183,87,74,4100000,Left,SUB,40,69,74,72,32,73,70,70,56,71,67,72,74,73,77
F. Fazio,33,195,85,77,4200000,Right,SUB,40,53,81,44,41,86,44,40,37,70,33,70,41,63,83
V. García,26,178,71,73,4300000,Right,SUB,40,61,68,73,31,61,71,59,29,71,77,72,76,75,60
Zanka,30,191,85,74,4600000,Right,SUB,40,58,74,47,34,75,46,30,26,62,66,70,73,68,83
N. Murru,25,180,74,73,4700000,Left,SUB,40,61,71,72,30,63,68,54,39,70,71,70,73,72,61
M. Gulde,29,184,83,74,4700000,Right,SUB,40,53,76,47,36,72,52,45,30,60,71,74,81,61,74
J. Dasilva,22,170,64,72,4800000,Left,SUB,40,60,67,66,35,53,73,58,52,72,80,65,71,70,57
F. Meza,28,184,79,74,5500000,Right,SUB,40,55,76,44,45,75,59,30,40,67,64,67,84,67,76
U. Spajić,27,184,83,75,6500000,Right,SUB,40,51,76,48,34,77,56,39,34,66,68,72,72,67,80
F. Balbuena,28,188,85,75,6500000,Right,SUB,40,50,76,33,31,80,47,30,34,56,52,74,72,67,82
Pablo Marí,26,193,87,75,7500000,Left,SUB,40,50,75,32,38,82,41,27,30,60,51,74,75,72,86
Diego Llorente,26,186,76,76,8500000,Right,SUB,40,62,74,55,39,77,60,30,35,76,72,75,82,69,76
Sergi Gómez,28,185,80,77,8500000,Right,SUB,40,64,78,45,35,77,57,49,46,70,61,73,80,67,77
M. Beevers,30,193,80,67,625000,Left,CB,41,43,67,31,43,73,33,21,57,55,50,62,69,74,85
S. Fortes,28,192,85,69,1100000,Right,CB,41,54,69,51,41,73,30,24,25,56,34,58,54,76,90
G. Shoji,27,182,76,73,4200000,Right,CB,41,53,75,40,29,70,53,37,34,57,81,72,76,68,74
R. Knoche,28,190,77,76,8000000,Right,CB,41,50,80,30,38,82,42,33,39,54,52,77,67,62,77
S. de Vrij,28,189,78,84,30500000,Right,CB,41,62,86,49,25,82,66,45,16,73,68,81,76,64,78
Nildo Reisão,24,191,90,73,3900000,Right,CDM,41,61,73,57,32,51,42,23,50,53,56,70,57,87,86
J. Campuzano,24,175,75,75,9000000,Right,CDM,41,64,72,36,32,55,59,38,42,67,72,74,73,91,65
D. Sweeney,26,191,78,58,150000,Right,CM,41,49,57,49,39,52,51,36,40,53,51,54,62,66,74
S. Ricci,18,178,72,62,625000,Right,CM,41,63,61,56,28,52,60,54,58,68,67,64,62,72,59
E. Adu,29,178,67,67,725000,Right,CM,41,66,63,56,31,35,64,67,55,71,45,69,67,77,58
M. Frendrup,19,178,70,66,1300000,Right,CM,41,57,64,46,39,52,60,51,40,66,64,60,64,67,66
N. Mușat,33,176,73,62,140000,Left,LB,41,61,59,64,26,40,41,63,52,47,61,62,56,68,69
J. Scherzer,24,185,76,64,500000,Left,LB,41,55,62,60,36,56,58,47,33,60,67,62,67,66,70
M. Vallecilla,29,175,72,67,625000,Right,LB,41,54,60,62,33,52,60,33,36,59,80,61,75,82,67
L. Ritzka,22,182,78,65,675000,Left,LB,41,57,57,62,31,52,53,57,38,58,75,60,54,86,66
C. Cuero,24,183,79,66,750000,Left,LB,41,56,60,61,39,59,47,52,39,49,84,52,80,84,76
S. Adekugbe,25,176,75,67,900000,Left,LB,41,59,60,64,47,57,64,56,23,63,81,58,83,83,70
N. Landgraf,24,180,68,68,1000000,Left,LB,41,56,64,64,29,55,59,56,49,60,72,65,85,76,65
C. Cándido,25,174,65,69,1200000,Left,LB,41,59,67,65,36,73,61,57,58,67,85,52,60,66,40
J. Angulo,22,178,75,69,1500000,Left,LB,41,60,67,67,36,61,57,57,38,65,68,56,77,77,63
A. Matějů,24,185,80,70,2000000,Right,LB,41,63,67,67,28,59,67,65,54,69,73,67,73,73,68
L. Byrne,26,181,80,57,110000,Left,LCB,41,52,56,59,35,52,49,46,34,54,61,52,64,66,66
W. Rioja,26,180,74,59,150000,Left,LCB,41,43,60,39,44,56,40,34,28,60,56,53,51,58,70
L. Bünning,22,187,78,62,400000,Left,LCB,41,43,61,48,39,60,43,25,20,54,68,58,80,62,74
R. Janssen,30,179,80,65,450000,Left,LCB,41,56,64,64,34,63,57,46,35,64,51,63,62,74,68
K. Ntlhe,26,175,66,64,475000,Left,LCB,41,52,59,58,37,57,56,42,35,59,76,58,86,70,64
L. DeVere,30,186,88,67,625000,Right,LCB,41,48,65,32,35,62,32,21,36,55,47,59,77,44,93
Villiam Moraes,32,176,70,69,675000,Left,LCB,41,51,71,61,39,61,65,43,36,70,67,63,71,74,65
R. García Guerreño,30,183,76,69,850000,Right,LCB,41,47,69,36,41,79,43,29,34,53,51,63,85,63,80
A. Poungouras,24,187,77,68,1100000,Right,LCB,41,47,70,31,29,67,44,30,37,49,64,67,73,67,70
A. Sørensen,24,191,88,69,1300000,Right,LCB,41,57,71,47,35,74,55,48,59,63,66,69,52,60,77
L. Caldirola,29,186,78,71,2000000,Left,LCB,41,63,71,62,28,74,59,51,51,65,48,70,80,46,80
R. Lauritsen,24,189,78,70,2300000,Right,LCB,41,58,68,48,42,77,49,52,53,58,69,68,84,68,78
J. Laso,29,185,80,72,2600000,Right,LCB,41,51,69,42,37,73,51,49,30,58,66,68,76,74,85
S. Schonlau,25,185,77,71,2700000,Right,LCB,41,53,73,40,39,67,50,34,42,58,56,72,78,69,74
Fabiano Sonta,28,181,82,72,2700000,Right,LCB,41,56,74,39,33,72,46,33,49,50,48,73,67,51,78
L. Abram,24,181,76,72,3700000,Left,LCB,41,55,72,43,39,73,53,55,33,63,64,64,88,74,75
Felipe,31,190,83,84,23000000,Right,LCB,41,58,86,45,39,84,57,32,30,63,66,83,90,76,89
M. Škriniar,25,188,80,85,44500000,Right,LCB,41,59,87,40,42,82,67,34,30,69,68,83,78,73,84
Song Zhiwei,31,185,80,53,50000,Right,LCM,41,52,55,47,38,65,48,39,42,55,59,53,75,67,75
G. Mells,23,178,68,58,160000,Right,LCM,41,59,53,56,40,51,60,57,53,60,62,56,59,74,58
A. Canli,23,181,77,63,450000,Right,LDM,41,58,62,49,35,60,58,39,40,62,63,56,56,61,64
J. Bidwell,27,183,80,70,1800000,Left,LWB,41,65,68,70,26,65,59,58,63,69,68,66,66,77,72
M. Schwabl,29,182,71,65,450000,Right,RB,41,55,61,56,35,58,56,49,38,61,71,58,78,90,67
R. Dimitrov,31,174,74,66,475000,Right,RB,41,61,63,65,33,57,58,52,51,57,71,64,65,67,67
N. Fernández,20,173,67,61,550000,Right,RB,41,57,59,61,40,64,63,48,36,60,72,51,73,71,56
Joel Pereira,23,178,68,64,550000,Right,RB,41,56,57,70,34,49,63,52,49,63,68,61,62,65,56
T. Hamer,20,188,80,63,575000,Right,RB,41,51,60,53,37,58,54,42,38,57,66,59,72,82,72
S. Ingolitsch,23,179,72,67,925000,Right,RB,41,59,65,64,39,58,63,40,45,61,63,66,70,69,63
Alberto Benito,28,176,68,70,1500000,Right,RB,41,58,64,67,28,57,65,58,49,64,76,64,66,93,73
M. Karbownik,19,175,65,68,1800000,Right,RB,41,63,60,68,39,54,66,62,38,69,78,61,60,74,56
R. Framberger,24,179,73,71,2800000,Right,RB,41,56,69,61,41,54,50,38,40,63,87,69,61,64,58
A. Bamba,30,182,72,73,3200000,Right,RB,41,65,69,68,28,62,60,58,49,70,76,68,76,77,70
T. Guidara,24,173,68,72,3800000,Right,RB,41,61,66,59,33,53,69,63,35,66,82,68,64,87,73
M. Aarons,20,178,69,73,6000000,Right,RB,41,62,70,66,41,53,73,50,32,74,79,68,49,79,64
Feng Xiaoting,34,186,78,68,325000,Right,RCB,41,65,69,50,34,70,50,52,52,57,47,68,71,69,73
P. Sweeney,25,178,80,63,400000,Right,RCB,41,54,61,58,38,59,54,45,30,62,70,60,84,80,74
J. Vollert,22,186,83,63,575000,Right,RCB,41,56,62,50,38,56,55,61,37,60,55,63,81,61,75
T. Phete,26,187,80,65,600000,Right,RCB,41,51,64,28,36,68,56,39,38,61,48,61,60,64,78
Leo Coelho,27,189,88,66,650000,Right,RCB,41,51,68,39,36,68,40,39,37,47,75,59,63,65,68
E. O'Connell,24,191,80,65,675000,Right,RCB,41,50,63,27,33,62,53,30,32,61,55,55,75,65,76
F. Fontanini,30,181,80,68,725000,Right,RCB,41,47,68,34,34,73,49,32,32,50,48,62,87,74,78
T. Hara,21,178,74,65,750000,Right,RCB,41,58,62,59,33,57,62,34,37,64,68,65,60,65,72
Buatu,26,187,83,67,850000,Right,RCB,41,51,65,50,32,65,52,35,41,57,59,60,71,62,79
M. Navarrete,28,177,73,69,1000000,Right,RCB,41,50,70,43,34,70,51,33,38,55,62,63,76,77,73
V. Alvarado,27,181,77,69,1100000,Right,RCB,41,58,70,56,33,69,44,54,29,53,73,65,76,66,78
D. Chatziisaias,27,192,80,69,1100000,Right,RCB,41,44,70,34,30,67,39,38,33,58,57,60,78,72,75
Guitián,29,181,69,71,2000000,Right,RCB,41,58,70,35,36,70,58,44,34,63,68,68,87,73,80
J. Domínguez,32,177,70,72,2000000,Right,RCB,41,60,73,61,29,70,57,45,47,64,64,70,85,74,72
E. Roco,27,192,79,71,2400000,Right,RCB,41,54,72,40,43,77,53,27,31,60,41,70,80,70,82
G. Ortíz,27,183,76,71,2500000,Right,RCB,41,48,71,31,34,71,40,32,28,47,66,68,80,73,74
G. Jung,25,189,76,71,2700000,Right,RCB,41,58,72,45,40,70,59,38,50,65,69,63,53,66,77
M. Yoshida,31,189,79,73,3000000,Right,RCB,41,51,74,36,34,74,60,38,33,66,52,72,82,64,75
L. Sigali,33,181,74,76,3600000,Right,RCB,41,44,78,40,45,77,55,31,32,63,65,73,92,52,79
B. Kuscevic,24,185,74,72,4200000,Right,RCB,41,54,72,43,35,73,56,35,43,61,69,71,80,74,82
Zainadine,32,178,70,75,4300000,Right,RCB,41,57,76,58,22,74,58,65,69,65,68,76,93,76,72
Pulido,29,186,72,75,6500000,Right,RCB,41,53,76,50,37,77,39,52,38,68,46,71,70,78,80
Raúl Albiol,34,187,74,82,8000000,Right,RCB,41,62,86,38,27,77,59,53,45,71,43,82,76,56,81
S. Bornauw,21,191,83,75,9000000,Right,RCB,41,61,75,65,34,80,64,41,42,67,77,72,65,67,79
Marquinhos,26,183,75,85,44000000,Right,RCB,41,73,87,68,33,84,64,55,32,79,73,85,89,80,75
E. Ferreira,32,176,77,63,240000,Right,RCM,41,55,62,41,40,41,55,48,43,62,59,58,61,72,74
G. Stensness,21,185,82,61,325000,Right,RCM,41,50,56,37,37,51,53,31,33,53,57,60,60,79,74
T. Pedersen,23,184,70,65,675000,Right,RCM,41,57,63,54,35,54,59,54,41,62,73,64,55,72,53
H. Martínez,20,170,68,67,1200000,Right,RCM,41,60,63,49,33,44,64,37,35,73,62,68,60,61,55
B. Kirsch,24,177,77,62,425000,Right,RDM,41,63,62,61,39,53,61,41,62,63,67,62,62,72,65
J. Ortiz,24,177,70,64,575000,Right,RDM,41,57,62,41,35,41,48,36,38,62,69,56,64,73,65
A. Djiku,25,182,74,77,10000000,Right,RDM,41,67,77,71,34,73,70,57,43,73,73,75,82,80,80
Song Haiwang,25,176,65,48,35000,Left,RES,41,50,48,34,42,42,41,46,41,60,59,37,37,35,40
L. Twamley,17,178,65,48,50000,Right,RES,41,40,38,48,44,37,50,44,33,49,75,33,53,46,40
A. Assal,18,162,62,49,60000,Right,RES,41,48,30,46,40,38,46,42,38,46,76,39,52,57,54
R. Griffiths,20,181,71,49,60000,Right,RES,41,47,39,46,37,40,46,38,36,41,60,50,57,54,58
D. Neil,18,180,70,50,60000,Right,RES,41,46,43,35,39,52,50,40,39,53,64,47,62,59,58
A. Doyle,19,184,80,50,60000,Right,RES,41,49,46,42,38,40,50,40,40,51,68,51,65,52,69
A. Verdún,22,173,68,51,60000,Left,RES,41,46,28,46,35,31,54,45,38,51,71,42,41,47,53
Chen Pu,23,177,68,51,60000,Right,RES,41,55,34,45,39,35,46,46,44,49,64,47,56,46,45
E. Metu,17,180,70,52,100000,Right,RES,41,49,40,41,37,47,60,35,37,62,69,37,65,57,58
L. Richards,18,182,72,53,130000,Left,RES,41,48,51,47,38,50,47,46,43,48,61,50,70,64,63
I. Vázquez,19,174,69,56,130000,Left,RES,41,44,52,45,30,45,62,57,32,58,67,57,61,56,48
Z. McGraw,23,193,93,57,130000,Right,RES,41,57,55,52,45,62,50,44,31,51,63,54,70,65,58
D. Williams,19,170,64,54,140000,Right,RES,41,54,51,41,35,45,49,40,37,54,66,49,57,54,41
T. Takamine,22,177,74,57,140000,Left,RES,41,52,55,47,37,40,48,28,45,58,61,53,50,39,71
Kim Tae Youn,33,183,79,62,140000,Right,RES,41,54,61,54,44,62,44,33,48,55,57,61,64,65,78
B. Binns,19,173,68,54,150000,Right,RES,41,55,40,42,35,48,56,47,44,55,65,50,51,51,46
E. Mejía,20,175,70,54,150000,Left,RES,41,52,42,39,39,47,49,36,35,59,62,51,56,65,47
O. Daedlow,20,180,75,54,150000,Right,RES,41,49,54,42,38,57,57,40,39,54,68,59,80,71,61
S. Asoma,17,175,68,57,190000,Right,RES,41,51,57,45,27,56,48,48,43,57,58,49,57,57,46
Y. Benhattab,17,170,59,57,210000,Right,RES,41,52,31,56,38,39,65,54,49,61,72,42,39,49,33
M. Cavar,21,193,82,59,220000,Right,RES,41,51,57,46,30,60,45,45,29,58,62,52,71,61,67
J. Fabisch,18,181,75,58,250000,Right,RES,41,56,57,37,39,52,61,55,37,63,63,53,54,64,56
G. Facchineri,18,183,84,58,250000,Right,RES,41,46,58,39,55,47,55,28,29,52,56,55,68,58,71
K. Masangu,20,185,75,59,250000,Right,RES,41,52,58,46,36,61,56,28,35,61,68,43,71,64,68
M. Armellino,30,176,75,62,275000,Right,RES,41,58,58,36,39,57,61,50,36,65,64,59,63,70,64
K. Miyamoto,24,177,73,61,300000,Right,RES,41,59,57,53,36,53,56,42,43,51,70,61,70,57,70
Júlio Romão,22,183,75,61,325000,Right,RES,41,55,57,44,33,57,57,42,45,59,61,57,60,59,62
K. Lewis,21,173,72,61,350000,Left,RES,41,53,57,38,41,39,48,35,42,62,61,68,65,64,58
A. Apostolopoulos,17,175,68,60,375000,Left,RES,41,47,56,55,34,51,53,32,52,54,71,53,60,60,55
M. Franzke,21,184,69,60,375000,Right,RES,41,55,27,59,46,56,62,45,42,60,76,54,66,67,57
E. Kaya,19,190,82,62,475000,Right,RES,41,47,63,38,28,69,44,46,40,46,53,57,62,58,68
R. Cueto,21,170,70,64,550000,Right,RES,41,51,58,65,37,54,49,59,37,65,68,69,54,84,56
B. Fadiga,19,175,65,62,625000,Right,RES,41,57,58,48,38,55,64,42,47,67,68,63,55,70,46
T. Oakley-Boothe,20,182,68,62,650000,Right,RES,41,62,59,48,39,45,62,56,55,65,65,55,59,62,58
A. Gülay,17,180,70,63,675000,Left,RES,41,57,58,61,37,58,62,42,45,63,65,59,66,58,53
L. Pirola,18,185,79,63,775000,Left,RES,41,47,63,42,37,64,48,38,32,51,68,60,69,61,70
D. Quiñones,21,168,63,66,900000,Right,RES,41,59,59,67,33,60,63,65,35,62,78,57,72,83,63
N. Paz,28,191,89,68,900000,Left,RES,41,51,70,58,30,70,56,48,36,58,49,68,33,60,91
Tuta,20,185,81,66,1000000,Right,RES,41,55,66,60,32,63,56,42,39,60,64,64,69,60,73
G. Bong,32,187,74,73,2500000,Left,RES,41,69,73,73,29,60,68,64,35,72,64,72,71,65,73
Fernando Fonseca,23,182,75,71,3100000,Right,RES,41,61,68,66,35,57,69,60,38,68,72,73,72,70,70
A. Johnston,21,180,77,56,160000,Right,RM,41,51,43,51,39,47,55,43,37,53,75,54,62,51,60
D. Wiebe,26,187,73,66,700000,Right,RM,41,56,65,40,30,61,51,30,40,64,57,61,57,76,72
G. Tanner,20,181,71,62,525000,Right,RWB,41,49,59,61,35,51,60,42,29,54,71,61,67,62,58
P. Metcalfe,21,183,79,50,40000,Right,SUB,41,51,38,38,32,44,42,32,39,43,63,49,55,55,62
M. Nzongong,19,179,74,49,50000,Right,SUB,41,44,31,39,40,34,53,49,43,54,60,53,58,47,55
L. Collins,19,178,75,51,60000,Right,SUB,41,46,37,41,38,30,56,41,30,51,71,46,60,37,40
S. Seiler,19,173,71,51,70000,Right,SUB,41,49,43,39,37,48,49,37,37,52,60,47,62,63,48
L. Donnellan,21,181,77,52,70000,Right,SUB,41,49,48,42,39,44,45,38,37,48,56,50,57,50,59
J. Padilla,26,180,75,54,70000,Right,SUB,41,46,52,44,47,43,54,33,31,49,57,46,60,55,56
C. Shanks,18,179,69,51,80000,Right,SUB,41,44,24,49,41,31,52,43,36,48,80,31,44,60,40
Jiang Shenglong,19,193,80,52,90000,Right,SUB,41,51,57,51,38,58,45,32,32,50,74,53,60,64,69
A. Al Humayan,31,179,70,57,90000,Right,SUB,41,57,55,51,37,49,58,37,42,60,60,53,59,60,60
H. Crookside,29,185,79,57,100000,Right,SUB,41,55,52,46,38,43,51,33,35,59,55,57,64,52,63
E. Goñi,35,186,80,63,100000,Left,SUB,41,60,57,64,32,61,65,42,61,64,68,59,66,69,76
M. Sande,22,181,70,55,110000,Right,SUB,41,54,43,39,33,52,49,39,38,51,58,49,57,74,52
A. Uzodimma,21,182,79,56,130000,Right,SUB,41,53,53,48,33,59,56,44,41,53,59,59,56,51,62
A. Randell,19,175,69,54,140000,Right,SUB,41,51,46,39,41,50,48,37,40,57,69,54,55,70,53
M. Al Saeed,23,175,71,56,140000,Left,SUB,41,54,50,52,36,42,56,51,50,57,70,55,59,49,51
J. Cavallo,20,170,62,55,150000,Left,SUB,41,52,52,46,39,45,56,35,32,57,61,52,58,60,53
R. Marshall,20,178,72,57,150000,Right,SUB,41,51,53,43,39,49,54,47,38,56,69,50,58,66,78
D. Collander,18,178,63,55,160000,Right,SUB,41,52,53,38,38,33,60,46,42,61,75,54,56,44,41
H. Kyprianou,19,189,74,55,160000,Right,SUB,41,50,51,39,41,41,52,35,39,54,66,50,61,65,69
N. Al Muwallad,27,176,74,59,160000,Right,SUB,41,51,58,47,27,50,58,32,32,59,68,58,70,72,68
M. Kaastrup,19,176,70,55,170000,Left,SUB,41,48,24,56,41,26,55,38,32,58,76,45,82,71,54
J. Dunwoody,21,180,73,55,170000,Right,SUB,41,56,55,50,35,52,55,44,48,56,64,56,60,50,60
F. Dele-Bashiru,19,185,76,55,170000,Right,SUB,41,54,45,45,32,40,58,40,29,52,67,50,55,68,65
D. Fage,21,178,70,58,170000,Left,SUB,41,53,50,47,33,49,61,37,42,58,75,56,52,68,44
B. Coker,31,180,74,61,180000,Left,SUB,41,55,59,61,37,54,58,52,60,56,58,58,66,56,65
C. Terzi,36,180,69,68,180000,Right,SUB,41,45,70,43,29,69,44,40,28,56,51,66,81,67,72
A. Baldursson,18,180,76,57,210000,Right,SUB,41,59,57,44,34,62,59,48,40,58,55,57,60,39,56
S. Augustijns,20,179,74,59,210000,Right,SUB,41,53,57,46,36,55,55,49,46,58,62,63,57,52,58
V. Motroc,21,187,76,59,220000,Right,SUB,41,42,57,28,38,60,37,17,36,41,67,63,71,70,74
M. Ahmed,31,183,78,62,230000,Right,SUB,41,49,62,48,48,62,57,45,35,59,74,57,71,63,68
S. Sinovic,33,178,77,65,240000,Left,SUB,41,60,65,58,38,55,62,65,55,64,57,65,36,72,64
M. Diatta,19,188,80,59,250000,Right,SUB,41,51,55,47,37,56,50,43,40,58,64,55,58,60,73
J. Eccles,20,185,66,58,275000,Right,SUB,41,53,55,45,40,54,55,40,30,58,70,53,58,63,56
P. Kirk,22,175,66,60,275000,Left,SUB,41,50,58,56,41,55,58,46,40,53,59,54,70,60,56
B. Hamill,27,185,79,61,275000,Right,SUB,41,49,61,52,33,61,40,25,31,55,54,55,70,52,70
M. Fritz,26,192,84,61,275000,Right,SUB,41,47,60,32,34,62,39,29,27,59,55,58,60,72,81
C. Melinte,32,183,74,64,300000,Right,SUB,41,48,64,45,38,66,45,45,52,47,49,65,60,56,77
D. Isac,19,180,70,59,325000,Right,SUB,41,50,55,37,34,44,56,39,36,54,66,57,62,66,52
R. Clampin,21,180,70,60,325000,Left,SUB,41,48,55,57,41,44,56,43,32,54,82,50,56,71,60
D. Parra,20,180,72,60,325000,Left,SUB,41,54,57,57,32,53,61,53,44,60,66,58,53,52,42
F. Bainović,24,176,76,61,325000,Right,SUB,41,56,58,49,36,43,53,42,61,56,68,55,66,67,69
D. Loera,21,165,59,60,350000,Right,SUB,41,54,26,35,43,15,65,52,48,60,74,55,45,65,30
K. Miyazaki,22,176,65,61,350000,Left,SUB,41,56,45,58,38,49,64,43,32,62,75,53,61,48,46
S. Amin,22,182,68,61,350000,Right,SUB,41,60,51,50,35,35,61,56,42,64,64,56,58,61,46
F. Sjølstad,26,187,78,62,350000,Right,SUB,41,56,58,41,28,50,60,34,42,61,73,55,65,60,73
H. Vera Oviedo,29,187,75,64,375000,Right,SUB,41,46,65,40,42,58,59,38,33,52,55,59,64,66,70
J. Grounds,32,185,87,66,400000,Left,SUB,41,56,64,58,32,63,62,46,55,63,63,62,75,72,76
E. Binaku,24,185,70,63,425000,Left,SUB,41,52,57,53,39,45,66,45,32,64,87,54,71,74,66
I. Kecojević,32,191,83,66,425000,Right,SUB,41,47,64,46,47,69,41,28,31,64,47,58,84,71,87
J. Mvondo,22,177,72,63,500000,Right,SUB,41,61,59,50,37,60,60,42,45,66,61,60,60,58,57
G. Fechner,22,188,78,63,500000,Right,SUB,41,56,61,41,38,62,52,34,40,65,65,56,69,57,72
Bernard Vicidal,20,180,78,65,525000,Right,SUB,41,47,69,48,36,71,41,39,36,54,69,64,78,64,75
L. Mifflin,20,182,76,64,550000,Left,SUB,41,52,59,62,37,51,48,34,49,67,65,63,60,68,81
I. Goranov,28,178,74,66,550000,Left,SUB,41,53,61,63,39,49,57,53,42,61,74,55,68,70,54
J. Carroll,28,183,78,66,550000,Left,SUB,41,61,61,65,37,53,63,62,65,60,73,61,59,75,65
C. Oduor,21,176,70,63,575000,Left,SUB,41,56,57,58,37,51,65,40,34,63,76,61,62,59,56
E. Mihaj,21,186,78,64,600000,Right,SUB,41,48,65,45,33,65,38,30,25,42,60,55,67,61,73
J. Gaari,26,181,77,65,600000,Right,SUB,41,51,61,58,30,56,64,35,35,59,75,59,76,72,74
S. Klaas,22,178,65,63,625000,Right,SUB,41,63,36,59,44,25,70,55,55,70,64,59,68,67,39
M. Rabuñal,26,183,72,65,625000,Right,SUB,41,58,63,49,35,66,54,40,40,62,62,60,62,67,72
K. Boateng,23,191,78,65,675000,Right,SUB,41,41,64,42,31,67,38,33,25,48,69,62,70,68,77
L. Grgic,24,183,84,65,675000,Left,SUB,41,55,63,49,32,61,53,34,38,60,69,63,69,83,80
N. Besler,27,185,75,66,675000,Right,SUB,41,58,64,49,36,65,58,49,33,63,62,63,74,68,73
A. Abdi,26,183,73,66,700000,Left,SUB,41,58,58,67,37,49,64,61,44,63,83,63,60,77,66
R. Sears,21,181,72,63,750000,Right,SUB,41,52,59,56,43,58,54,33,29,56,76,55,80,77,75
M. Cacutalua,25,188,81,66,775000,Right,SUB,41,47,68,33,40,66,44,35,23,42,76,65,74,69,76
V. Demaku,20,180,68,65,800000,Right,SUB,41,59,62,48,38,49,57,46,37,62,55,63,54,70,57
A. Peña,24,185,79,66,825000,Right,SUB,41,49,67,41,33,61,35,38,27,62,65,62,66,69,77
R. Nicolaisen,23,190,82,66,825000,Left,SUB,41,51,66,38,41,69,50,38,32,65,71,54,70,66,79
Lucas Áfrico,25,188,80,67,825000,Left,SUB,41,54,66,59,35,67,50,56,58,56,55,62,67,60,80
M. James,26,191,84,67,850000,Right,SUB,41,51,65,38,30,69,47,44,22,57,75,60,71,66,86
R. Sigurðsson,34,187,77,71,875000,Right,SUB,41,55,71,43,30,72,37,44,34,53,53,67,58,55,82
P. Ngawa,28,187,75,69,900000,Right,SUB,41,51,67,59,33,64,61,39,32,62,82,63,75,74,72
S. Boey,19,178,70,65,925000,Right,SUB,41,58,59,65,36,48,65,53,45,64,72,59,64,67,48
D. Ball,24,185,75,67,950000,Right,SUB,41,58,65,47,41,64,50,30,30,65,62,60,74,75,71
F. Nürnberger,20,178,72,66,975000,Left,SUB,41,59,63,62,38,53,65,38,28,66,72,66,46,75,58
J. Shackleton,20,168,65,65,1200000,Right,SUB,41,64,59,64,39,44,69,48,38,70,79,58,60,79,57
J. Panzo,19,185,72,67,1500000,Left,SUB,41,60,65,69,35,59,64,47,33,68,73,64,64,57,72
Tiago Djaló,20,190,82,68,1800000,Right,SUB,41,57,67,48,36,63,57,49,32,63,67,67,66,58,79
J. Robinson,26,180,67,70,1800000,Left,SUB,41,61,72,63,40,66,58,60,40,64,69,68,83,71,59
R. Strieder,27,174,68,70,1800000,Right,SUB,41,67,66,57,32,54,60,58,53,70,38,68,64,74,60
Unai García,27,186,81,70,1900000,Left,SUB,41,59,69,54,39,72,45,26,47,65,65,60,87,82,74
J. Gvardiol,18,185,82,69,2000000,Left,SUB,41,63,65,56,29,69,67,57,60,66,80,64,81,68,82
Daniel Ayala,29,190,84,71,2200000,Right,SUB,41,50,72,33,43,74,64,41,32,64,64,67,75,74,77
T. Cardona,24,188,80,70,2300000,Left,SUB,41,47,69,44,37,73,55,30,37,60,60,62,79,76,81
Gorosabel,23,174,70,71,2900000,Right,SUB,41,57,71,68,38,66,60,58,33,68,67,70,56,66,63
E. Cobbaut,22,189,83,71,3000000,Left,SUB,41,65,69,73,26,70,67,62,34,71,71,68,69,79,79
V. Vasin,31,192,83,73,3000000,Right,SUB,41,58,74,51,30,78,33,72,62,63,66,69,75,60,80
S. Dewaest,29,188,91,73,3400000,Right,SUB,41,48,74,36,33,79,30,33,39,48,53,71,42,66,89
T. Jantschke,30,177,76,75,5500000,Right,SUB,41,64,78,63,35,68,62,43,40,68,48,78,83,66,72
E. Cabaco,25,186,75,74,6500000,Right,SUB,41,48,74,38,42,73,46,36,27,60,59,69,78,68,76
N. Araújo,28,188,87,75,6500000,Right,SUB,41,55,76,32,34,77,53,44,45,69,69,71,65,69,88
E. Balanta,27,181,84,76,8000000,Left,SUB,41,63,75,50,36,75,71,35,42,73,65,73,71,86,84
Vallejo,23,184,79,76,9500000,Right,SUB,41,53,77,41,44,74,56,29,31,68,72,78,77,54,72
S. Pozo,22,170,65,56,120000,Right,CDM,42,53,50,45,40,42,55,38,37,57,66,55,62,62,40
Filipe Melo,30,189,83,66,525000,Right,CDM,42,60,67,60,33,67,63,50,40,65,43,65,64,51,80
